Name, Region, Type, Ownership, Location, Services, NHIS accredited
MICRO CLINICS INTERNATIONAL,Central Region,Clinic,rivate,SARBAH ROAD TANTRI STATION CAPE COAST,General,yes
MOREE HEALTH CENTRE,Central Region,Health Centre,overnment,MOREE,General,yes
NADOM MATERNITY HOME,Central Region,Maternity Home,rivate,NYANYANO,Antenatal  Post-natal,yes
NANABENG CHPS COMPOUND,Central Region,CHPS Compound,overnment,NANABEN,General,yes
NARKWA CHPS COMPOUND,Central Region,CHPS Compound,overnment,NARKWA,General,yes
NAT & SONS PHARMACY LTD,Central Region,Pharmacy,rivate,JUKWA ROAD -ABURA,Pharmacy,yes
NAT AND SONS PHARMACY,Central Region,Pharmacy,rivate,OPPOSITE TWIFO PRASO DIST HOSPITAL,Pharmacy,yes
NAT AND SONS PHARMACY LTD-ELMINA,Central Region,Pharmacy,rivate,NIPPON STREET,Pharmacy,yes
NGYIRESI CHPS,Central Region,CHPS Compound,overnment,NGYIRESI,General,yes
NKANFOA CHPS ZONE,Central Region,CHPS Compound,overnment,NKANFOA,General,yes
NKUM HEALTH CENTRE,Central Region,Health Centre,overnment,NKUM ZONGO,General,yes
NKWATANUM HEALTH CENTRE,Central Region,Health Centre,overnment,BREMAN ESSIAM,General,yes
NOGUCHI MEMORIAL CLINIC,Central Region,CHPS Compound,overnment,ONYADZE,General,yes
NSABA HEALTH CENTRE,Central Region,Health Centre,overnment,NSABA ESTATE,General,yes
NSANFO CHPS COMPOUND,Central Region,CHPS Compound,overnment,NSANFO,General,yes
NTOM CHPS COMPOUND,Central Region,CHPS Compound,overnment,NTOM,General,yes
NUAMAKROM CHPS COMPOUND,,CHPS Compound,overnment,NUAMAKROM  C/O DHD  BOX 5  TWIFO PRASO,General,yes
NYAKROM HEALTH CENTRE,Central Region,Health Centre,overnment,AGONA NYAKROM,General,yes
NYAME TSEASE MATERNITY HOME,Central Region,Maternity Home,rivate,LOW COAST SUGAR FACTORY ROAD KOMENDA,Antenatal  Post-natal,yes
NYANKOMASE AHENKRO HEALTH CENTRE,Central Region,Health Centre,overnment,OPPOSITE NYANKOMASI AHENKRO RURAL BANK,General,yes
NYANYANO COMMUNITY CLINIC,Central Region,Health Centre,overnment,NYANNYANO STREET,General,yes
OBOHEN CHPS ZONE,Central Region,CHPS Compound,overnment,OBOHEN TOWN,General,yes
OCHISO CHPS ZONE,Central Region,CHPS Compound,overnment,ASSIN OCHISO,General,yes
OCRANS MATERNITY HOME,Central Region,Maternity Home,rivate,ANAAFO NEAR CATHOLIC SCHOOL,Antenatal  Post-natal,yes
ODOBEN HEALTH CENTRE,Central Region,Health Centre,overnment,ODOBEN-NEWTOWN,General,yes
OFADAA CHPS COMPOUND,,CHPS Compound,overnment,INSIDE THE OFADAA METHODIST PRIMARY SCHOOL  C/O BAWJIASE Health Centre BOX 82,General,yes
OJOBI HEALTH CENTRE,,Health Centre,overnment,OJOBI  BOX 4 GOMOA,General,yes
OKWAMPA CHPS ZONE,Central Region,CHPS Compound,overnment,OKWAMPA,General,yes
OKYEREKO CHPS,Central Region,CHPS Compound,overnment,OKYEREKO STREET,General,yes
OPPONSO HEALTH CENTRE,Central Region,Health Centre,overnment,OPPONSO,General,yes
OSEDZE HEALTH CENTRE,,Health Centre,overnment,OSEDZE  BOX 16,General,yes
OTOO MEMORIAL HOSPITAL,Central Region,Primary Hospital,rivate,COMMERCIAL ROAD KOJO BEEDU WINNEBA,General,yes
OTUAM HEALTH CENTRE,Central Region,Health Centre,overnment,OTUAM,General,yes
OUR LADY OF GRACE HOSPITAL,Central Region,Primary Hospital,rivate,EKUMFI STREET/ASIKUMA-BEDUM ROAD,General,yes
PAA WARTEMBERG MATERNITY HOME,Central Region,Maternity Home,rivate,LIVERPOOL STREET ELMINA,Antenatal  Post-natal,yes
PAT BOATENG ENTERPRISE,Central Region,Chemical Shop,rivate,ANAFO STREET,Pharmacy,yes
PENTECOST COMMUNITY CLINIC,Central Region,Health Centre,ission,TWIFO AGONA,General,yes
PENTECOST HEALTH CENTRE,Central Region,Health Centre,overnment,OPPOSITE THE LAST PETROL SHELL ON THE AYANFURI/AKROPONG RD,General,yes
PHARMACY DE PABLOE,,Pharmacy,rivate,LOW COST JUNCTION  C/O SAKYI HAGAN  WINNEBA SNR HIGH SCH,Pharmacy,yes
POKUKROM HEALTH CENTER,,Health Centre,overnment,POKUKROM  BOX 49,General,yes
POTSIN CHPS ZONE,Central Region,CHPS Compound,overnment,GOMOA POTSIN,General,yes
PRESBYTERIAN HEALTH CENTRE -ASSIN NSUTA,Central Region,Health Centre,ission,ASSIN NSUTA,General,yes
PRESBYTERIAN HEALTH CENTRE ASSIN PRASO,Central Region,Health Centre,ission,ASIN FOSO-KUMASI TR,General,yes
PRINCE CHARLES CLINIC,Central Region,Clinic,rivate,OBROM BEHIND POST OFFICE MANKESSIM,General,yes
PRISCARE SCAN CENTRE,Central Region,Clinic,rivate,OPP SALTPOND GOVT HOSPITAL,General,yes
PRISCARE SCAN CENTRE,Central Region,Clinic,rivate,CANARY ROAD DUNKWA ON OFFIN,General,yes
PRISMEDICS MEDICAL LABORATORY,Central Region,Laboratory,rivate,ASSIN ANDWA,Laboratory,yes
PROVIDENCE CLINIC AND MATERNITY HOME,,Maternity,rivate,HOUSE NO. NA 98/14  BOX OK 406 KASOA C/R,Antenatal  Post-natal,yes
PUTUBIW CHPS ZONE,Central Region,CHPS Compound,overnment,PUTUBIW,General,yes
RAAJ MEDICAL SERVICES,Central Region,diagnostic centre,rivate,Opposite the stadium,General services  laboratory,no
RCH DUNKWA,Central Region,CHPS Compound,overnment,OLD BROADCASTLE,General,yes
REGENT MEDICAL DIAGNOSTIC CENTRE,,Diagnostic Centre,rivate,EKUMFI - EYISAM   BUS STOP  BOX MK 7  MANKESSIM,Diagnostic,yes
REX MATERNITY AND CLINIC,Central Region,Maternity Home,rivate,ASSIN PRASO,Antenatal  Post-natal,yes
SAGES PHARMACY,Central Region,Pharmacy,rivate,UNIVERSITY CAFETARIA BUILDING   NEW SITE CAPE COAST,Pharmacy,yes
SALTPOND MUNICIPAL HOSPITAL,Central Region,Primary Hospital,overnment,NANKESIDO,General,yes
SALVATION ARMY CLINIC,Central Region,Health Centre,ission,DUAKWA,General,yes
SALVATION ARMY HEALTH CLINIC,Central Region,Health Centre,ission,AJUMAKO,General,yes
SAMAN ABOTAR PARK CHPS ZONE,Central Region,CHPS Compound,overnment,ELIMINA,General,yes
SAMUEL ATO CHEMICALS,Central Region,Chemical Shop,rivate,TWIFO PRASO MAIN STREET,Pharmacy,yes
SDA CLINIC - DOMINASE,Central Region,Health Centre,ission,MENSAKROM ROAD,General,yes
SENYA BERAKU HEALTH CENTRE,Central Region,Health Centre,overnment,SENYA BERAKU,General,yes
SEVIV CHEMICALS,Central Region,Chemical Shop,rivate,SENYA BREKU,Pharmacy,yes
SOWUTUOM CHPS ZONE,Central Region,CHPS Compound,overnment,BREMAN SOWUTUOM,General,yes
ST ANDREWS ANGLICAN CLINIC,Central Region,Health Centre,ission,DOMINASE NEAR THE ANGLICAN CHURCH,General,yes
ST FRANCIS XAVIER HOSPITAL,Central Region,Primary Hospital,ission,ASSIN FOSU,General,yes
ST GREGORY CLINIC,Central Region,Clinic,rivate,GOMOA BUDUBURAM,General,yes
ST JOES CLINIC,Central Region,Primary Hospital,rivate,AKWELE-KASOA,General,yes
ST JUDE MEDICAL CENTRE,,Clinic,rivate,AMERICAN JUNCTION  BOX KS 385,General,yes
ST MARK HOSPITAL,Central Region,Primary Hospital,rivate,ATECHEM/DUNKWA-TARKWA HOSPITAL,General,yes
ST PAULS MEDICAL LABORATORY,Central Region,Laboratory,rivate,BUTUASE ASSIN FOSO,Laboratory,yes
SUBIN HEALTH CENTRE,Central Region,Health Centre,overnment,SUBIN,General,yes
SWEDRU MUNICIPAL HOSPITAL,Central Region,Primary Hospital,overnment,BABIANIHA,General,yes
TANTRI CLINIC,Central Region,Clinic,rivate,HSE NO. A160 ABL ABURA CAPE COAST,General,yes
TAWIA KWAA CHPS ZONE,Central Region,CHPS Compound,overnment,TAWIAKWA,General,yes
THE SAINT MATENITY H0ME,Central Region,Maternity Home,rivate,SARB ROAD 9AYIKU-AYIKU),Antenatal  Post-natal,yes
THERESAH ETSIAKO LICENSED CHEMICAL SHOP,Central Region,Chemical Shop,rivate,MBRAA/MANTSEMAKABI,Pharmacy,yes
TIADO CHPS COMPOUND,Central Region,CHPS Compound,overnment,MHD,General,yes
TRUST MEDICAL LABORATORY SERVICE,Central Region,Laboratory,rivate,CANARY ROAD,Laboratory,yes
TWIFO ASENSOHO SHED CHPS,Central Region,CHPS Compound,overnment,ASENSUHO SHED VIA AMPENKRO,General,yes
TWIFO HEMAN HEALTH CENTRE,Central Region,Health Centre,overnment,ON CAPE COAST TWIFO PRASO MAIN ROAD,General,yes
TWIFO MOKWA HEALTH CENTRE,Central Region,Health Centre,overnment,TWIFO ATTI MOKWA,General,yes
TWIFO OIL PALM PLANTATION LTD CLINIC,,Clinic,rivate,TWIFO NTAFREWASO  BOX 100  TWIFO PRASO,General,yes
TWIFO PRASO GOVERNMENT HOSPITAL,Central Region,Primary Hospital,overnment,MARKET AREA,General,yes
TWIFO WAMASO CHPS,Central Region,CHPS Compound,overnment,TWIFO PRASO-DUNKWA ROAD,General,yes
UNCLE BENS CHEMICAL SHOP,Central Region,Chemical Shop,rivate,MARKET STORE NO. 2,Pharmacy,yes
UNIQUE DIAGNOSTIC CENTRE,Central Region,Diagnostic Centre,rivate,OFF Central REG HOSPITAL,Diagnostic,yes
UNIVERSITY HOSPITAL,Central Region,Primary Hospital,overnment,UNIVERSITY OF CAPE COAST OLD SITE,General,yes
UNIVERSITY HOSPITAL,Central Region,Clinic,overnment,WINNEBA,General,yes
WANSIMA MEMORIAL COMMUNITY CLINIC,Central Region,CHPS Compound,overnment,MANKOADZE,General,yes
WESLEY CLINIC AND MATERNITY HOME,,Maternity,rivate,OPEIKUMA ROAD  BOX KS 82,Antenatal  Post-natal,yes
WILLIES CHEMICAL SHOP,Central Region,Chemical Shop,rivate,AJUMAKO RD (OPP GHANA COMM BANK),Pharmacy,yes
WINNEBA HEALTH CENTRE,Central Region,Health Centre,overnment,MUNICIPAL HEALTH DIRECTORATE,General,yes
WINNEBA MUNICIPAL HOSPITAL,Central Region,Primary Hospital,overnment,WINNEBA,General,yes
YEBOAH CHPS COMPOUND,,CHPS Compound,overnment,YEBOAH  P. O. BOX 68,General,yes
ABAAM CHPS,Easter Region,CHPS Compound,overnment,ABAAM  DHD,General,yes
ABAKOASE CHPS,Easter Region,CHPS Compound,overnment,ABAKOASE,General,yes
ABAMKROM COMMUNITY CLINIC,Easter Region,CHPS Compound,overnment,ABAMKROM/KUMIKROM,General,yes
ABENASE CHPS COMPOUND,Easter Region,CHPS Compound,overnment,ABENASE,General,yes
ABENASO CHPS,Easter Region,CHPS Compound,overnment,AKIM ABENASO  C/O THE DISTRICT HEALTH ADMINISTRATION  BOX 114  KADE,General,yes
ABETIFI PRESBYTERIAN HEALTH CENTER,Easter Region,Health Centre,ission,ABETIFI-CHRISTIAN QUARTERS,General,yes
ABIRIW CHPS ZONE,Easter Region,CHPS Compound,overnment,BEHIND ABIRIW PRESBY CHURCH,General,yes
ABOABO CHPS,Easter Region,CHPS Compound,overnment,AKIM ABOABO,General,yes
ABOABO CHPS,Easter Region,CHPS Compound,overnment,KOFORIDUA  BOX 39 SOMANYA,General,yes
ABOASA CHPS,Easter Region,CHPS Compound,overnment,ATIMPOKU,General,yes
ABODOM CHPS,Easter Region,CHPS Compound,overnment,ABODOM,General,yes
ABOMOSU HEALTH CENTRE,Easter Region,Health Centre,overnment,DOME A BRA/ABOMOSU,General,yes
ABOMPE CHPS,Easter Region,CHPS Compound,overnment,ABOMPE,General,yes
ABOURSO CHPS,Easter Region,CHPS Compound,overnment,ABOURSO    C\O P.O.BOX 60 Begoro,General,yes
ABUNDANT LIFE CLINIC,Easter Region,Clinic,rivate,AHENBRONOSO  BOX 87  DONKORKROM,General,yes
ABUNDANT LIFE ULTRA SOUND,Easter Region,Clinic SCAN,rivate,GOLDEN GATE  BOX 87  DONKORKROM,General  Scan,yes
ACHIASE HEALTH CENTRE,Easter Region,Health Centre,overnment,JUNGLE WARFARE ROAD ACHIASE,General,yes
ADANKRONO CHPS,Easter Region,CHPS Compound,overnment,ADONKRONO,General,yes
ADASAWASE CHPS,Easter Region,CHPS Compound,overnment,ABOMPE STREET,General,yes
ADAUSENA CHPS ZONE,Easter Region,CHPS Compound,overnment,NEW ABIREM,General,yes
ADAWSO HEALTH CENTER,Easter Region,Health Centre,overnment,OPPOSITE R/C SCHOOLS  BOX 42,General,yes
ADDO NKWANTA CHPS,Easter Region,CHPS Compound,overnment,ADDONKWANKA,General,yes
ADEISO HEALTH CENTRE,Easter Region,Health Centre,overnment,ADEISO,General,yes
ADJENA HEALTH CENTER,Easter Region,Health Centre,overnment,ADJENA NEW TOWN,General,yes
ADJOBUE CHPS COMPOUND,Easter Region,CHPS Compound,overnment,ADJOBUE,General,yes
ADOAGYIRI HEALTH CENTRE,Easter Region,Health Centre,overnment,MUNICIPAL HEALTH ADMIN,General,yes
ADOS MATERNITY HOME,Easter Region,Maternity Home,rivate,KOFORIDUA-ADAWSO,Antenatal  Post-natal,yes
ADUAMOA HEALTH CENTER,Easter Region,Health Centre,overnment,ADUAMOA,General,yes
ADUASA CHPS ZONE,Easter Region,CHPS Compound,overnment,AKIM ADUASA STATION,General,yes
ADUASENA CHPS,Easter Region,Health Centre,overnment,,General,yes
ADUBIASE CHPS CENTER,Easter Region,CHPS Compound,overnment,ADUBIASE,General,yes
ADUHIMA CHPS,Easter Region,CHPS Compound,overnment,ADUHIMA  BOX 19,General,yes
ADUKROM CHPS ZONE,Easter Region,CHPS Compound,overnment,ADUKROM,General,yes
ADUKROM HEALTH CENTRE,Easter Region,Health Centre,overnment,ADUKROM QUARTERS,General,yes
ADWAFO CHPS ZONE,Easter Region,CHPS Compound,overnment,ADWAFO NEAR SEMANTARY,General,yes
ADWESO CLINIC,Easter Region,Clinic,rivate,KOFORIDUA-ABURI DUAL CARRIAGE STREETS,General,yes
AFOSU HEALTH CENTRE,Easter Region,Health Centre,overnment,AFOSU NEAR CRIG OFFICE  BOX 15 NEW ABIREM,General,yes
AGGIES MATERNITY HOME,Easter Region,Maternity Home,rivate,ANYINAM OFF KSI ROAD NEAR POST OFFICE,Antenatal  Post-natal,yes
AGRICULTURAL RESEARCH CENTER HEALTH CENTER,Easter Region,Health Centre,overnment,KADE,General,yes
AGYA ATA CHPS ZONE,Easter Region,CHPS Compound,overnment,AGYATA  BOX DHA 19,General,yes
AGYAKWA HOSPITAL LIMITED,Easter Region,Primary Hospital,rivate,DOMEABRA-AGYAKWA,General,yes
AGYAPOMAA CHPS,Easter Region,CHPS Compound,overnment,AGYAPOMAA,General,yes
AHINKWA CHPS,Easter Region,CHPS Compound,overnment,SOMANYA,General,yes
AHOMAHOMASO CHPS ZONE,Easter Region,CHPS Compound,overnment,AHOMAHOMASU,General,yes
AKAKOM CHPS ZONE,Easter Region,CHPS Compound,overnment,AKAKOM,General,yes
AKANTENG COMMUNITY CLINIC,Easter Region,CHPS Compound,overnment,AKANTENG,General,yes
AKIM ODA GOVERNMENT HOSPITAL,Easter Region,Primary Hospital,overnment,HOSPITAL HILL AREA NEW TOWN,General,yes
AKOASE RCH,Easter Region,CHPS Compound,overnment,AKOASE,General,yes
AKOKOASO RCH CLINIC,Easter Region,CHPS Compound,overnment,AKOKOASO NEAR MTN POLE,General,yes
AKORABO CHPS ZONE,Easter Region,CHPS Compound,overnment,AKORABO,General,yes
AKOTEKROM CHPS ZONE,Easter Region,CHPS Compound,overnment,AKIM SWEDRU,General,yes
AKPAMU CHPS,Easter Region,CHPS Compound,overnment,SOMANYA,General,yes
AKROFUFU RCH,Easter Region,CHPS Compound,overnment,ODAEKROM,General,yes
AKROPONG HEALTH CENTRE,Easter Region,Health Centre,overnment,DAAKYE AKROPONG,General,yes
AKROSO HEALTH CENTRE,Easter Region,Health Centre,overnment,AKROSO,General,yes
AKUSE GOVT HOSPITAL,Easter Region,Primary Hospital,overnment,AKUSE MAIN ROAD,General,yes
AKUTUASE CHPS ZONE,Easter Region,CHPS Compound,overnment,AKUTUASE,General,yes
AKWADUM CHPS CENTER,Easter Region,CHPS Compound,overnment,AKWADUM NEAR THE MARKET STREET,General,yes
AKWAMUFIE HEALTH CENTER,Easter Region,Health Centre,overnment,AT THE PENTECOST CHURCH TURN RIGHT,General,yes
AKWASIHO COMMUNITY CLINIC,Easter Region,CHPS Compound,overnment,ADJACENT PRESBY CHURCH AKWASIHO,General,yes
AKYEM AKROPONG CHPS,Easter Region,CHPS Compound,overnment,AKYEM AKROPONG  BOX DHA  KB454,General,yes
AKYEM MAASE CHPS ZONE,Easter Region,CHPS Compound,overnment,AKIM MAASE,General,yes
AKYEREMATIN CHPS ZONE,Easter Region,CHPS Compound,overnment,AKAA WATER FALLS,General,yes
ALIDOR MATERNITY HOME,Easter Region,Maternity Home,rivate,D COOMUNITY NEAR ANGLICAN SCH,Antenatal  Post-natal,yes
AMANASE CHPS ZONE,Easter Region,CHPS Compound,overnment,ACCRA-SUHUM ROAD,General,yes
AMANFRO CHPS ZONE,Easter Region,CHPS Compound,overnment,AMANFROM,General,yes
AMANFROM CHPS ZONE,Easter Region,CHPS Compound,overnment,AMANFROM(WIRENKYIREN),General,yes
AMANFROM CLINIC(CHPS),Easter Region,CHPS Compound,overnment,ZONE 6 NEAR MARKET,General,yes
AMARTEY CHPS COMPOUND,Easter Region,CHPS Compound,overnment,AMARTEY (NEW OWURUBONG),General,yes
AMEN-AMEN PHARMACY,Easter Region,Pharmacy,rivate,BEHIND MAIN MARKET ASAMANKESE,Pharmacy,yes
AMENAM CHPS ZONE,Easter Region,CHPS Compound,overnment,AMENAM,General,yes
AMUANA PRASO HEALTH CENTRE,Easter Region,Health Centre,overnment,AMOANA-PRASO,General,yes
ANAMASE CHPS ZONE,Easter Region,CHPS Compound,overnment,ANAMASE STATION,General,yes
ANIDZI CHPS ZONE,Easter Region,CHPS Compound,overnment,ANIDZI,General,yes
ANKOMA CHPS COMPOUND,Easter Region,CHPS Compound,overnment,ANKOMA,General,yes
ANOMA KOJO CHPS,Easter Region,CHPS Compound,overnment,OSENASE ODA ROAD,General,yes
ANUM APAPAM CHPS ZONE,Easter Region,CHPS Compound,overnment,ANUM APAPAM/KOFI PARE,General,yes
ANWEABENG CHPS ZONE,Easter Region,CHPS Compound,overnment,ANWEABENG,General,yes
ANYANSU HEALTH CENTRE,Easter Region,Health Centre,overnment,ANYANSU,General,yes
ANYINAM HEALTH CENTRE,Easter Region,Health Centre,overnment,DUNKROM STREET,General,yes
ANYINASE HEALTH CENTER,Easter Region,Health Centre,overnment,NEAR CATHOLIC SCH ANYINASE,General,yes
APAU WAWASE CHPS ZONE,Easter Region,CHPS Compound,overnment,SUHUM-NSAWAM ROAD-WAWASE,General,yes
APEDWA CHPS ZONE,Easter Region,CHPS Compound,overnment,APEDWA,General,yes
APEDWA HEALTH CENTRE,Easter Region,Health Centre,overnment,NEW ROAD APEDWA,General,yes
APINAMANG CHPS,Easter Region,CHPS Compound,overnment,APINAMANG,General,yes
APOLI CHPS ZONE,Easter Region,CHPS Compound,overnment,APOLI,General,yes
APRADANG CHPS ZONE,Easter Region,CHPS Compound,overnment,APRADANG KWAHU,General,yes
ASABIDIE CHPS,Easter Region,CHPS Compound,overnment,AKYEM EDUBIASE  C/O AKYEMANSA BOX 33 ,General,yes
ASAFO HEALTH CENTRE,Easter Region,Health Centre,overnment,AKIM ASAFO,General,yes
ASAKRAKA COMMUNITY CLINIC(RCH),Easter Region,CHPS Compound,overnment,ASAKRAKA,General,yes
ASAMANG TAMFOE CHPS,Easter Region,CHPS Compound,overnment,NSUASIE,General,yes
ASAMANKESE GOVERNMENT HOSPITAL,Easter Region,Primary Hospital,overnment,ASAMANKESE-AKROSO,General,yes
ASAMANKESE HEALTH CENTRE,Easter Region,Health Centre,overnment,BEHIND THE COURT ASAMANKESE,General,yes
ASANTEMAN CHPS ZONE,Easter Region,CHPS Compound,overnment,AKIM-ASANTEMAN,General,yes
ASANYANSU CHPS,Easter Region,CHPS Compound,overnment,ASANYANSU  P.O.BOX 19 DHMT  DONKOKROM,General,yes
ASEKESU CHPS ZONE,Easter Region,CHPS Compound,overnment,ASIKESU  BOX DHA 19,General,yes
ASENE CHPS ZONE,Easter Region,CHPS Compound,overnment,AKIM-ASENE,General,yes
ASENEMA CHPS ZONE,Easter Region,CHPS Compound,overnment,ASENEMA,General,yes
ASESEESO CHPS ZONE,Easter Region,CHPS Compound,overnment,NEAR THE CHIEF'S CEMETRY,General,yes
ASIAKWA HEALTH CENTRE,Easter Region,Health Centre,overnment,ASIAKWA,General,yes
ASIEDU MEMORIAL CLINIC,Easter Region,Clinic,rivate,HARPER STREET SRODAI KOFORIDUA,General,yes
ASITEY HEALTH CENTER,Easter Region,Health Centre,overnment,ASITEY/LOWER MANYA,General,yes
ASOKORE CHPS ZONE,Easter Region,CHPS Compound,overnment,NEAR ASOKORE COMMUNITY Health Centre  C/O DHD BOX 190  KOFORIDUA,General,yes
ASUBOA CHPS ZONE,Easter Region,CHPS Compound,overnment,ASUBOA SOUTH,General,yes
ASUBOA CHPS ZONE,Easter Region,CHPS Compound,overnment,ASUBOA  C/O AKYEMANSA BOX 33  DHA AKIM-OFOASE,General,yes
ASUBOI HEALTH CENTRE,Easter Region,Health Centre,overnment,SUHUM-NSAWAM RD,General,yes
ASUBONI RAILS RCH,Easter Region,CHPS Compound,overnment,STATION ROAD/ASUBONI RAILS,General,yes
ASUNAFO CHPS ZONE,Easter Region,CHPS Compound,overnment,ASUNAFO,General,yes
ASUOGYAMAN DISTRICT HOSPITAL,Easter Region,Health Centre,overnment,APEGUSU,General,yes
ASUOM HEALTH CENTRE,Easter Region,Health Centre,overnment,ALONG ASUOM-ANYINAM ROAD,General,yes
ATIANKAMA CHPS ZONE,Easter Region,CHPS Compound,overnment,ATIANKAMA NKWANTA,General,yes
ATIMPOKU CHPS ZONE,Easter Region,CHPS Compound,overnment,ATIMPOKU LORRY STATION,General,yes
ATUA GOVERNMENT HOSPITAL,Easter Region,Primary Hospital,overnment,ATUA-MT MARY ROAD,General,yes
ATUOBIKROM CHPS COMPOUND,Easter Region,CHPS Compound,overnment,ATUOBIKROM,General,yes
AWENARE HEALTH CENTRE,Easter Region,Health Centre,overnment,AKWAYOWASO,General,yes
AWEREGYA RCH,Easter Region,CHPS Compound,overnment,AWEREGYA,General,yes
AWISA CHPS ZONE,Easter Region,CHPS Compound,overnment,AWISA,General,yes
AWOSOASE CHPS ZONE,Easter Region,CHPS Compound,overnment,JEJETI,General,yes
AYIREBI HEALTH CENTER,Easter Region,Health Centre,overnment,AYIREBI,General,yes
AYIWA CARE CONSULT,Easter Region,Clinic,rivate,OPPOSITE NOVOTEX; MIBO HSE NKAWKAW,General,yes
BEGORO GOVERNMENT HOSPITAL,Easter Region,Primary Hospital,overnment,OBUASI,General,yes
BEGORO RCH,Easter Region,CHPS Compound,overnment,BEGORO BELCO,General,yes
BEHENASE CHPS ZONE,Easter Region,CHPS Compound,overnment,TINKONG-MANGOASE ROAD,General,yes
BEPOASE CHPS ZONE,Easter Region,CHPS Compound,overnment,BEPOASE ROAD,General,yes
BEPONG CHPS CENTER,Easter Region,CHPS Compound,overnment,OFF BEPONG NTOMEM ROAD,General,yes
BEREKUSO CHPS COMPOUND,Easter Region,CHPS Compound,overnment,Brekusu,General,yes
BETHEL MATERNITY,Easter Region,Maternity Home,rivate,MARKET SQUARE,Antenatal  Post-natal,yes
BIOMED DIAGNOSTICS LTD,Easter Region,Clinic,rivate,GBC BUILDING BEHIND BENZ FITTING SHOP,General,yes
BOADUA CHPS,Easter Region,CHPS Compound,overnment,BOADUA,General,yes
BOAFO MOBILE CLINIC,Easter Region,Clinic,rivate,SAWMILLS ROAD,General,yes
BOMAA CHPS,Easter Region,CHPS Compound,overnment,BOMAA,General,yes
BOMPONSO CHPS,Easter Region,CHPS Compound,overnment,NEAR KUKURANTUMI CEMETARY,General,yes
BOMSO CHPS,Easter Region,CHPS Compound,overnment,BOMSO,General,yes
BONKROM CHPS ZONE,Easter Region,CHPS Compound,overnment,BONKROM,General,yes
BONNA CLINIC,Easter Region,Clinic,rivate,NEAR THE ALL NATION UNIVERSITY,General,yes
BONTODIASE CHPS ZONE,Easter Region,CHPS Compound,overnment,BONTODIASE  C/O DHA AKYEMANSA BOX 33 OFOASE,General,yes
BOSIESO HEALTH CENTRE,Easter Region,Health Centre,overnment,BEGORO C\O P.O.BOX 60 Begoro,General,yes
BOSO HEALTH CENTRE,Easter Region,Health Centre,overnment,FIRST BUILDING AFTER TOSEN ON THE LEFT,General,yes
BOSUSO HEALTH CENTRE,Easter Region,Health Centre,overnment,BOSUSO,General,yes
BOTI CHPS COMPOUND,Easter Region,CHPS Compound,overnment,SOMANYA,General,yes
BREKUMANSO COMMUNITY CLINIC,Easter Region,CHPS Compound,overnment,BREKUMANSO-ASAMANKESE-SUHUM ROAD,General,yes
BRENASE HEALTH CENTER,Easter Region,Health Centre,overnment,SALEM BRENASE,General,yes
BRUMBEN CHPS ZONE,Easter Region,CHPS Compound,overnment,BRUMBEN,General,yes
BUKUNOR RCH,Easter Region,CHPS Compound,overnment,SOMANYA,General,yes
BUNSO HEALTH CENTRE,Easter Region,Health Centre,overnment,BUNSO COCOA VILLAGE,General,yes
CATHOLIC CLINIC & MATERNITY,Easter Region,Health Centre,ission,AKIM SWEDRU,General,yes
CHIA CHPS ZONE,Easter Region,CHPS Compound,overnment,CHIA  C/O DHA AKYEMANSA,General,yes
CHRISPHARMA LIMITED,Easter Region,Pharmacy,rivate,NEW TAFO NEAR CRIG,Pharmacy,yes
COALTAR CHPS ZONE,Easter Region,CHPS Compound,overnment,COALTAR,General,yes
COMFORTS MATERNITY HOME,Easter Region,Maternity Home,rivate,MAIN STREET BY THE MARKET,Antenatal  Post-natal,yes
DAALES MATERNITY HOME,Easter Region,Maternity Home,rivate,OTROKPER  C/O BOX AS 16  ASESEWA,Antenatal  Post-natal,yes
DANTENG RCH,Easter Region,CHPS Compound,overnment,DANTENG,General,yes
DEDESO RCH,Easter Region,CHPS Compound,overnment,DEDESO,General,yes
DENSUANO CHPS ZONE,Easter Region,CHPS Compound,overnment,KOFORIDUA,General,yes
DIM CHPS ZONE,Easter Region,CHPS Compound,overnment,DIM,General,yes
DJANKROM HEALTH CENTRE,Easter Region,Health Centre,overnment,Nsawam  P O Box 204  Nsawam,General,yes
